X.ID,X.MAT,XCOO,YCOO,XCOO_km,YCOO_km,X.FOREST,DAY,X.WEATHER,ALT,X.ASP,X.GRVEG,X.FLITHO,Ag_ppb,As_ash,B,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg_ppb,K,La,LOI,Mg,Mn,Mo,Ni,P,Pb,S,Sb,Sr,Ti,Zn
127,BWO,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,30,0.02,4,8.9,800,0.77,0.16,0.9,1.43,10,2,800,0.02,99.6,230,97,0.12,0.4,230,52.21,100,0.01,5.9,1,165.4
128,BWO,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,12,0.01,2,25.4,800,0.12,0.07,1,1.14,10,3,700,0.01,99.7,260,65,0.01,0.1,180,2.59,50,0.01,5.9,1,28.2
129,BWO,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,13,0.01,2,8.6,600,0.26,0.14,1,1.38,10,3,600,0.01,99.7,220,154,0.01,0.1,200,7.15,100,0.01,3.4,1,61.8
131,BWO,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,10,0.03,3,14.6,600,0.29,0.07,1,1.51,10,1,600,0.01,99.7,210,298,0.02,0.2,210,5.1,100,0.01,3.9,1,56.2
132,BWO,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,23,0.01,3,15.7,1100,0.22,0.21,1,1.72,10,3,500,0.02,99.6,240,104,0.01,0.2,140,3.98,100,0.01,7.4,1,81.1
133,BWO,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,11,0.02,2,9.9,900,0.19,0.16,1.2,1.12,10,2,600,0.005,99.7,260,45,0.01,0.1,140,5.52,300,0.01,4.3,1,63.8
134,BWO,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,19,0.03,3,15.1,1100,0.15,0.37,1,2.11,10,2,700,0.07,99.6,330,71,0.03,0.2,350,0.93,300,0.01,11.2,2,55.9
135,BWO,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,9,0.02,3,13.6,800,0.17,0.27,1.2,1.64,30,3,700,0.01,99.7,340,86,0.01,0.3,200,1.35,300,0.01,3.9,1,51.9
136,BWO,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,10,0.01,2,14,600,0.17,0.3,1.1,1.97,10,1,700,0.08,99.7,300,144,0.02,0.2,320,3.11,400,0.01,4.6,2,49.9
137,BWO,605674,6628925,605.674,6628.925,SPRPIN,22,CLOUD,194,S,GRMO,GNEID_O,16,0.03,2,12.9,600,0.21,0.15,1.3,1.39,10,5,500,0.07,99.7,280,182,0.02,0.1,180,2.46,300,0.01,4.6,1,44.2
138,BWO,608245,6625964,608.245,6625.964,SPRBIR,22,CLOUD,140,NW,GRAS,GNEIS_O,10,0.02,2,11.8,600,0.18,0.2,1.1,1.71,10,4,700,0.01,99.7,270,202,0.01,0.1,230,1.27,300,0.01,4.4,1,55.6
139,BWO,605175,6614207,605.175,6614.207,SPRUCE,23,CLOUD,120,E,BLMOLI,GNEIS_O,9,0.06,2,9.1,500,0.18,0.1,1.1,1.68,10,2,700,0.005,99.7,260,129,0.005,0.1,300,1.71,400,0.01,3.2,1,48.1
141,BWO,608279,6623043,608.279,6623.043,BIRSPR,23,CLOUD,175,W,GRBLU,GNEIS_O,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,BWO,609123,6618431,609.123,6618.431,PINE,24,NICE,180,SW,LYLI,GNEIS_O,12,0.05,3,9.3,600,0.16,0.17,21.8,2.06,1100,2,600,0.005,99.7,280,168,0.13,0.5,220,7.42,100,0.01,3.2,1,53
143,BWO,612533,6609356,612.533,6609.356,SPRUCE,24,NICE,150,FLAT,GRBLU,GNEIS_O,12,0.02,2,10.3,700,0.27,0.17,1,1.39,10,3,700,0.005,99.7,280,107,0.01,0.2,210,2.43,100,0.01,4.3,1,43.6
144,BWO,607746,6603365,607.746,6603.365,SPRPIN,25,CLOUD,118,FLAT,MOGR,GNEIS_O,6,0.02,3,10.3,700,0.18,0.19,1.1,1.44,10,2,500,0.005,99.7,370,69,0.01,0.2,200,2.32,50,0.02,5.7,1,43.8
101,FER,578741,6708487,578.741,6708.487,SPRBIR,6,NICE,218,W,GRAS,MICSH,42,0.08,13,400.6,6000,0.08,0.31,1.3,6.36,60,39,13700,6.34,92.9,4150,207,0.09,0.4,1960,0.39,1800,1.2,66.9,7,21.3
102,FER,582865,6706649,582.865,6706.649,SPRBIR,6,NICE,431,W,GRAS,GNEIS_R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,FER,581155,6720326,581.155,6720.326,SPRBIR,7,RAIN,430,FLAT,GRMO,GNEIS_R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,FER,580482,6711512,580.482,6711.512,SPRBIR,7,MOIST,475,FLAT,GRMO,GNEIS_R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,FER,584618,6701621,584.618,6701.621,SPRUCE,8,MOIST,410,FLAT,MOSS,GNEIS_R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,FER,581453,6698513,581.453,6698.513,BIRSPR,8,NICE,296,W,GRAS,CAMSED,38,0.12,23,643.8,6200,0.06,0.12,1.5,4.42,60,27,17300,3,91.6,6060,146,0.02,1.4,1530,0.33,1800,0.02,37.5,5,28
107,FER,579850,6695899,579.85,6695.899,SPRBIR,9,NICE,220,FLAT,GRAS,CAMSED,21,0.16,16,562.4,5900,0.02,0.07,1.3,4.56,90,40,19400,4.5,92.3,3530,92,0.12,0.3,1610,0.25,1700,0.02,166.5,6,20.2
108,FER,581636,6694137,581.636,6694.137,SPRBIR,9,NICE,325,N,GRMO,CAMSED,49,0.17,17,559.7,4800,0.04,0.11,1.2,2.89,50,30,21100,7.56,90.9,3460,96,0.03,1.5,1120,0.23,1300,0.02,20.6,4,15.3
109,FER,585167,6692022,585.167,6692.022,MIXDEC,10,NICE,390,E,GRFE,CAMSED,30,0.07,16,628.5,5500,0.1,0.08,1.3,4.78,60,46,15400,7.28,91.9,6130,76,0.14,0.7,1610,0.25,1500,0.02,51,6,26.5
111,FER,582095,6688877,582.095,6688.877,MIXDEC,10,NICE,480,S,GRAS,CAMSED,19,0.08,16,455.7,5500,0.05,0.04,1.3,3.86,70,26,18400,11.38,91.8,5170,110,0.06,0.2,1290,0.41,1500,0.01,404.7,5,31.3
112,FER,580702,6686100,580.702,6686.1,SPRBIR,11,CLOUD,296,N,GRMO,CAMSED,15,0.11,17,560.8,5400,0.05,0.04,1.4,4.63,60,36,10300,6.79,93.4,6410,114,0.14,0.2,1210,0.47,1600,0.02,238.7,5,18.9
113,FER,583087,6684132,583.087,6684.132,MIXDEC,11,CLOUD,360,N,GRAS,CAMSED,15,0.19,24,476.8,6800,0.06,0.07,1.3,2.71,60,35,14400,8.86,91.5,5510,137,0.06,0.4,820,0.26,1200,0.02,72.3,4,23.8
114,FER,589716,6679640,589.716,6679.64,SPRUCE,11,CLOUD,500,NW,BLUE,MAGM,46,0.13,22,968.4,6000,0.03,0.51,1.2,3.14,70,39,16200,8.06,91,2520,279,0.31,0.7,1180,0.64,1100,0.03,97.3,5,26.4
115,FER,586913,6675154,586.913,6675.154,BIRSPR,12,NICE,500,E,BLUE,MAGM,16,0.05,12,441.3,5200,0.06,0.14,1.1,6.16,60,37,8500,6.24,94.5,3080,588,0.6,1.2,2100,0.39,1800,0.03,94.1,7,34.2
116,FER,584623,6677522,584.623,6677.522,BIRSPR,12,NICE,556,FLAT,BLUE,MAGM,48,0.06,17,571.6,7700,0.08,1.47,1.1,6.8,130,64,36300,21.31,86.9,6490,467,0.11,3.2,2560,0.61,1900,0.05,109.9,10,37.8
117,FER,589418,6680992,589.418,6680.992,SPRPIN,12,NICE,500,NW,BLUE,MAGM,36,0.05,18,625,4600,0.04,0.66,1.2,4.34,70,41,17100,10.35,91.8,4200,265,0.35,1.4,1420,0.34,1400,0.02,84.2,5,23.7
118,FER,588861,6672243,588.861,6672.243,SPRUCE,13,RAIN,522,NW,BLGR,MAGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,FER,591885,6668839,591.885,6668.839,SPRBIR,13,RAIN,504,S,GRAS,MAGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,FER,592250,6664455,592.25,6664.455,SPRBIR,14,MOIST,400,N,MOGR,MAGM,55,0.08,12,335,5100,0.06,0.13,1,5.05,60,47,10700,3.75,93.3,4930,320,0.41,0.3,2070,0.63,1500,0.04,70.2,8,24.6
122,FER,593299,6660953,593.299,6660.953,SPRBIR,14,NICE,340,S,BLUE,MAGM,35,0.06,16,881.4,8700,0.05,0.13,1.2,5.11,80,43,13400,3.74,91.2,4380,440,0.26,0.5,2290,1.01,1500,0.03,109.3,8,26.6
123,FER,593328,6657946,593.328,6657.946,SPRBIR,15,CLOUD,420,NW,BLLY,MAGM,70,0.06,14,512,7900,0.06,0.09,1.1,4.78,80,55,19900,8.32,91.8,3840,654,0.28,0.3,980,1.08,1200,0.06,257.4,4,35.5
124,FER,595140,6656129,595.14,6656.129,BIRSPR,15,MOIST,290,SW,MOGR,MAGM,47,0.07,15,625.3,7000,0.13,0.07,0.9,5.23,70,59,15600,6.86,92.8,3280,329,0.29,0.3,1230,0.78,1300,0.04,140.6,5,63.6
125,FER,598010,6652619,598.01,6652.619,SPRUCE,16,NICE,205,SE,MIX,MAGM,29,0.07,16,343.4,6200,0.05,0.07,1.1,4.6,60,42,17600,17.14,91.1,3890,222,0.15,0.4,1300,1.52,1300,0.05,74.2,5,46.2
126,FER,597394,6653685,597.394,6653.685,SPRPIN,16,NICE,307,,BLUGRA,MAGM,48,0.02,23,387.6,6200,0.04,0.16,0.8,4.27,50,36,15700,6.51,91.4,3480,687,0.19,0.7,1160,2.72,1100,0.05,39.8,5,35.8
127,FER,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,FER,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,30,0.09,19,861.3,7300,0.1,0.54,1.1,5.23,100,58,30100,16.27,89,3360,138,0.09,1.7,1560,0.66,1000,0.08,87,7,31.2
129,FER,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,39,0.05,20,350.9,5400,0.06,1,1.1,4.08,70,53,10500,4.6,91.2,5460,270,0.17,2.3,880,1.3,800,0.05,64.2,4,84.2
131,FER,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,22,0.08,13,231.1,3600,0.04,0.18,1,5.15,90,66,18700,6.82,92.3,2210,288,0.34,0.9,1430,1.05,800,0.05,30.1,6,45.2
132,FER,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,35,0.07,15,318.5,4500,0.06,0.39,1,3.73,70,39,18800,5.72,91,3100,163,0.14,2.4,860,1.08,900,0.06,45.1,4,74.7
133,FER,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,28,0.15,24,278.3,5000,0.03,0.36,1.2,3.9,80,51,21600,5.55,89.4,3710,82,0.07,0.6,860,0.89,600,0.06,35.9,5,26.4
134,FER,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,28,0.12,21,416.8,7300,0.09,1.84,1.3,6.04,200,56,41300,5.28,87.2,3190,368,0.23,1.2,890,0.97,700,0.28,71,12,63
135,FER,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,27,0.1,21,394.9,7000,0.02,0.37,1.1,5.83,100,53,17700,7.57,91.2,5080,20,0.11,0.6,1510,1.15,1200,0.04,55.8,7,25.8
136,FER,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,48,0.09,18,387.7,5400,0.06,0.17,1.1,4.43,100,45,20900,4.38,91.1,2660,121,0.11,0.8,1440,2.67,900,0.04,51,6,35.7
137,FER,605674,6628925,605.674,6628.925,SPRPIN,22,CLOUD,194,S,GRMO,GNEID_O,45,0.12,17,377.2,5100,0.09,0.58,1.1,4.87,90,47,17600,6.03,91,3380,104,0.12,1.5,1670,2.05,1100,0.03,60.9,7,23.7
138,FER,608245,6625964,608.245,6625.964,SPRBIR,22,CLOUD,140,NW,GRAS,GNEIS_O,17,0.05,13,205.4,5900,0.08,0.64,1,5.95,80,76,20200,6.72,91.2,2810,579,0.22,0.5,1270,0.5,1100,0.03,31.5,6,46
139,FER,605175,6614207,605.175,6614.207,SPRUCE,23,CLOUD,120,E,BLMOLI,GNEIS_O,33,0.14,14,285.3,5100,0.02,0.41,1,5.65,70,45,10000,7.05,92.4,4700,260,0.14,1.1,1680,0.66,1400,0.02,44.3,6,25.5
141,FER,608279,6623043,608.279,6623.043,BIRSPR,23,CLOUD,175,W,GRBLU,GNEIS_O,53,0.16,16,369.1,6000,0.06,0.09,1.2,4.99,60,37,9200,5.84,92.2,5600,239,0.1,0.3,1190,0.35,1400,0.02,140.2,4,19.8
142,FER,609123,6618431,609.123,6618.431,PINE,24,NICE,180,SW,LYLI,GNEIS_O,31,0.05,23,243.6,4200,0.04,0.48,0.8,5.51,70,54,14200,3.74,92.3,3810,255,0.12,1,1290,4.41,1000,0.05,33.4,5,24.3
143,FER,612533,6609356,612.533,6609.356,SPRUCE,24,NICE,150,FLAT,GRBLU,GNEIS_O,36,0.06,24,408.1,5200,0.09,0.44,0.8,5.63,80,50,17000,3.11,91.6,4040,164,0.08,0.4,1220,1.64,900,0.03,53.5,5,34.3
144,FER,607746,6603365,607.746,6603.365,SPRPIN,25,CLOUD,118,FLAT,MOGR,GNEIS_O,19,0.08,16,425.6,7000,0.04,3.91,0.8,6.21,60,47,14300,3.23,90.5,5020,613,0.08,1.3,1090,0.49,1300,0.04,89.6,4,33.8
101,ROG,578741,6708487,578.741,6708.487,SPRBIR,6,NICE,218,W,GRAS,MICSH,2,0.13,18,209.5,19400,0.08,0.14,1,7.85,60,24,15800,0.11,92,4740,555,0.31,1.2,1490,0.43,900,0.04,66.4,6,22.7
102,ROG,582865,6706649,582.865,6706.649,SPRBIR,6,NICE,431,W,GRAS,GNEIS_R,1,0.12,22,283.4,19700,0.11,0.13,0.9,6.03,70,21,13200,0.18,92.4,4320,1210,0.13,1.5,1590,0.36,1000,0.04,65.7,6,42.6
103,ROG,581155,6720326,581.155,6720.326,SPRBIR,7,RAIN,430,FLAT,GRMO,GNEIS_R,1,0.15,20,288.2,20700,0.11,0.17,0.9,5.68,80,22,6600,0.28,92.7,4930,1665,0.17,2.4,1120,0.35,600,0.02,63.5,5,28.2
104,ROG,580482,6711512,580.482,6711.512,SPRBIR,7,MOIST,475,FLAT,GRMO,GNEIS_R,2,0.11,21,176.2,16400,0.06,0.11,0.7,6.04,70,21,13200,0.07,92.9,5640,1093,0.19,1.4,1110,0.48,900,0.03,67.6,4,19
105,ROG,584618,6701621,584.618,6701.621,SPRUCE,8,MOIST,410,FLAT,MOSS,GNEIS_R,3,0.09,21,240.6,16000,0.08,0.14,0.9,4.67,90,26,11800,0.21,93.4,5860,1054,0.11,1.5,1710,0.51,700,0.03,87.4,7,15.9
106,ROG,581453,6698513,581.453,6698.513,BIRSPR,8,NICE,296,W,GRAS,CAMSED,2,0.17,22,181.1,16600,0.03,0.13,1,5.45,80,18,12600,0.15,93.2,5070,466,0.04,7.6,1320,0.27,1200,0.02,42.7,6,20.6
107,ROG,579850,6695899,579.85,6695.899,SPRBIR,9,NICE,220,FLAT,GRAS,CAMSED,3,0.13,21,258.9,17100,0.06,0.11,1.1,6.67,120,25,14000,0.1,92.8,4430,779,0.05,10.3,1310,0.27,1200,0.02,55.4,6,20.6
108,ROG,581636,6694137,581.636,6694.137,SPRBIR,9,NICE,325,N,GRMO,CAMSED,2,0.11,19,393.3,16200,0.11,0.1,0.8,4.11,60,20,14300,0.23,92.9,3780,990,0.07,10,1890,0.28,700,0.01,72.5,7,19.4
109,ROG,585167,6692022,585.167,6692.022,MIXDEC,10,NICE,390,E,GRFE,CAMSED,2,0.14,23,512.5,18500,0.1,0.09,1.1,4.98,110,21,13700,0.37,92.4,3850,621,0.06,6.7,1930,0.33,800,0.01,59.7,8,21.2
111,ROG,582095,6688877,582.095,6688.877,MIXDEC,10,NICE,480,S,GRAS,CAMSED,2,0.2,23,196.5,22100,0.1,0.08,0.9,5.94,70,21,13200,0.3,91.5,3340,608,0.11,2.5,1560,0.34,1000,0.02,106.9,6,34.8
112,ROG,580702,6686100,580.702,6686.1,SPRBIR,11,CLOUD,296,N,GRMO,CAMSED,1,0.14,19,150.2,17200,0.09,0.16,0.9,6.02,90,21,13300,0.08,92.9,3900,1281,0.22,2.3,1720,0.28,1100,0.02,46.5,7,21.8
113,ROG,583087,6684132,583.087,6684.132,MIXDEC,11,CLOUD,360,N,GRAS,CAMSED,2,0.19,21,210.1,18400,0.07,0.05,1,4.8,80,23,14100,0.1,92.5,4700,607,0.09,2.9,1320,0.28,900,0.01,82.5,6,15.5
114,ROG,589716,6679640,589.716,6679.64,SPRUCE,11,CLOUD,500,NW,BLUE,MAGM,2,0.14,20,217,15200,0.1,0.22,0.8,3.97,70,18,10000,0.15,93.4,4460,2197,0.25,1.7,2080,0.49,900,0.02,99.4,8,23.3
115,ROG,586913,6675154,586.913,6675.154,BIRSPR,12,NICE,500,E,BLUE,MAGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,ROG,584623,6677522,584.623,6677.522,BIRSPR,12,NICE,556,FLAT,BLUE,MAGM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,ROG,589418,6680992,589.418,6680.992,SPRPIN,12,NICE,500,NW,BLUE,MAGM,2,0.19,19,256,21500,0.19,0.11,1,5.61,60,24,12000,1.93,91.8,3480,2200,0.47,4.4,1270,0.34,1100,0.02,68.2,5,42.4
118,ROG,588861,6672243,588.861,6672.243,SPRUCE,13,RAIN,522,NW,BLGR,MAGM,3,0.1,22,205.1,13600,0.13,0.27,0.8,6.34,110,35,10800,0.24,94.1,4130,2279,0.14,3,1730,0.59,900,0.02,120.6,7,31.6
119,ROG,591885,6668839,591.885,6668.839,SPRBIR,13,RAIN,504,S,GRAS,MAGM,2,0.18,20,309.6,15500,0.16,0.13,1,5.3,80,25,9500,1,93.9,3360,2444,0.49,3.2,2460,0.53,900,0.03,70.6,10,35
121,ROG,592250,6664455,592.25,6664.455,SPRBIR,14,MOIST,400,N,MOGR,MAGM,2,0.22,18,238.7,18100,0.14,0.09,0.7,4.49,80,20,7200,0.15,93.2,5800,811,0.35,1.1,3310,0.73,700,0.02,170.2,13,27.6
122,ROG,593299,6660953,593.299,6660.953,SPRBIR,14,NICE,340,S,BLUE,MAGM,2,0.1,20,346.2,14400,0.16,0.05,0.9,5.45,90,30,14300,0.12,93.1,3570,3057,0.36,1,4250,0.78,1100,0.02,122.4,16,17.6
123,ROG,593328,6657946,593.328,6657.946,SPRBIR,15,CLOUD,420,NW,BLLY,MAGM,2,0.1,26,150,13900,0.15,0.07,0.8,5.51,70,25,11400,0.91,93.7,4140,1885,0.14,1.6,1210,0.59,1000,0.02,100.5,6,22.7
124,ROG,595140,6656129,595.14,6656.129,BIRSPR,15,MOIST,290,SW,MOGR,MAGM,2,0.1,25,213.8,15600,0.12,0.06,0.9,6.2,100,30,13300,0.28,93.2,3870,1749,0.25,0.9,1830,0.49,1100,0.02,104.1,8,22.5
125,ROG,598010,6652619,598.01,6652.619,SPRUCE,16,NICE,205,SE,MIX,MAGM,3,0.11,20,118.8,12800,0.12,0.04,1,6.31,90,22,14800,0.96,93.5,3800,1102,0.12,1.5,1700,0.82,1200,0.04,53.5,7,23.9
126,ROG,597394,6653685,597.394,6653.685,SPRPIN,16,NICE,307,,BLUGRA,MAGM,4,0.12,23,163.5,11700,0.13,0.08,0.8,6.03,100,27,13700,0.44,93.5,3300,5591,0.22,2.1,1650,0.71,1000,0.04,55.6,7,17.6
127,ROG,592592,6645600,592.592,6645.6,SPRUCE,17,NICE,160,SE,GRAS,CAMSED,6,0.11,21,77.9,15900,0.25,0.28,1.1,4.73,80,21,11100,0.15,93.8,3220,789,0.35,5.6,1110,0.96,900,0.05,86.2,6,54.5
128,ROG,593200,6642327,593.2,6642.327,BIRSPR,17,NICE,30,FLAT,GRAS,CAMSED,3,0.16,26,258.3,19000,0.11,0.2,1.1,6.69,170,31,12300,1.13,92.1,5250,1275,0.15,5.7,1600,1.1,1000,0.1,101.2,11,21.7
129,ROG,597751,6649203,597.751,6649.203,SPRBIR,18,MOIST,235,NW,GRAS,CAMSED,2,0.09,18,43.8,12300,0.06,0.16,0.9,4.61,120,20,11600,0.1,93.8,4540,2852,0.39,1.6,1250,0.65,1100,0.05,32.1,6,19.9
131,ROG,597503,6650780,597.503,6650.78,SPRUCE,18,MOIST,187,E,GRMO,MAGM,3,0.12,19,166,12500,0.13,0.09,0.9,5.41,100,27,10200,0.2,94,3210,4751,0.61,1.7,2540,0.75,1000,0.04,51.9,11,14.7
132,ROG,602548,6646851,602.548,6646.851,SPRPIN,19,NICE,230,S,MIX,CAMSED,3,0.11,19,101,14000,0.1,0.14,1,5.74,120,26,12100,0.33,93.9,3480,869,0.16,4,1070,0.65,1000,0.08,62.9,8,47.4
133,ROG,600209,6640474,600.209,6640.474,PINE,19,NICE,195,W,MOSS,GNEIS_O,5,0.16,26,138.8,12600,0.11,0.15,1.1,5.79,140,25,14200,0.21,93.8,4640,546,0.18,1.6,2480,0.87,900,0.07,54.4,13,28.9
134,ROG,602583,6637390,602.583,6637.39,SPRBIR,20,NICE,110,NE,GRMO,GNEIS_O,5,0.2,32,133.7,16100,0.13,0.63,1.4,10.03,400,37,18700,0.84,91.6,5730,936,0.33,3.6,2330,1.3,1100,0.49,84.6,24,43.7
135,ROG,602264,6633965,602.264,6633.965,PINE,20,NICE,180,NE,MOSS,GNEIS_O,4,0.15,25,107.2,12500,0.1,0.12,1.1,4.44,140,25,9100,0.2,94.2,5830,958,0.09,1.4,1700,0.9,800,0.06,41.2,11,15.1
136,ROG,605115,6630922,605.115,6630.922,SPRUCE,21,MOIST,176,NE,GRMO,GNEIS_O,3,0.15,23,179.1,11900,0.05,0.22,0.9,5.5,100,29,11300,0.2,94,4400,2514,0.31,1.9,3310,0.55,900,0.03,78.7,13,15.8
137,ROG,605674,6628925,605.674,6628.925,SPRPIN,22,CLOUD,194,S,GRMO,GNEID_O,5,0.17,25,121.3,11500,0.1,0.19,1,6.64,110,31,12600,0.48,93.8,4940,1561,0.14,2.2,2930,0.71,900,0.03,79.9,12,16.4
138,ROG,608245,6625964,608.245,6625.964,SPRBIR,22,CLOUD,140,NW,GRAS,GNEIS_O,2,0.12,22,157.4,12900,0.11,0.18,1.1,5.55,100,27,12300,0.34,93.6,5290,2976,0.2,1.9,1910,0.76,1100,0.02,70.8,8,17.7
139,ROG,605175,6614207,605.175,6614.207,SPRUCE,23,CLOUD,120,E,BLMOLI,GNEIS_O,3,0.12,26,106.8,13500,0.08,0.22,1.1,5.97,140,32,13200,0.19,93.2,5580,2658,0.17,1.3,2010,0.64,1200,0.02,65.2,11,18.2
141,ROG,608279,6623043,608.279,6623.043,BIRSPR,23,CLOUD,175,W,GRBLU,GNEIS_O,2,0.16,24,59.5,18000,0.12,0.15,1.1,4.04,100,27,10400,0.27,92.6,5520,1968,0.2,1.2,1110,0.31,1000,0.02,28.3,6,17.6
142,ROG,609123,6618431,609.123,6618.431,PINE,24,NICE,180,SW,LYLI,GNEIS_O,4,0.11,22,146.6,12400,0.11,0.12,1,4.52,120,27,9400,0.34,94.1,5950,2918,0.16,1.5,2430,0.67,1100,0.02,55.6,10,14.5
143,ROG,612533,6609356,612.533,6609.356,SPRUCE,24,NICE,150,FLAT,GRBLU,GNEIS_O,3,0.15,25,128.6,13000,0.07,0.16,1.5,5.48,100,29,11000,0.08,93.5,6960,529,0.05,1.9,2370,0.79,1000,0.02,74.6,10,19.2
144,ROG,607746,6603365,607.746,6603.365,SPRPIN,25,CLOUD,118,FLAT,MOGR,GNEIS_O,6,0.15,28,153.9,13900,0.12,0.45,1.1,6.53,140,42,9500,0.2,93.6,6840,1993,0.07,2,2480,1.06,1300,0.03,96.1,11,21.3
101,MOS,578741,6708487,578.741,6708.487,SPRBIR,6,NICE,218,W,GRAS,MICSH,18,0.1,1,49.9,3100,0.17,0.18,1.3,5.43,170,44,5600,0.18,97.6,1620,300,0.14,1.3,1530,2.2,1200,0.07,13.8,10,35.4
102,MOS,582865,6706649,582.865,6706.649,SPRBIR,6,NICE,431,W,GRAS,GNEIS_R,24,0.1,1,63.5,3200,0.14,0.18,1.6,4.85,220,60,5400,0.25,97.6,1250,583,0.17,1.4,1510,2.72,1100,0.09,12.9,11,43.2
103,MOS,581155,6720326,581.155,6720.326,SPRBIR,7,RAIN,430,FLAT,GRMO,GNEIS_R,20,0.06,1,29.2,2400,0.22,0.11,1.2,4.03,120,31,5000,0.13,98.1,900,544,0.13,0.9,1130,2.42,800,0.07,8.7,7,33.8
104,MOS,580482,6711512,580.482,6711.512,SPRBIR,7,MOIST,475,FLAT,GRMO,GNEIS_R,24,0.07,1,24,2400,0.16,0.09,1.1,4.36,140,37,4000,0.12,98.2,900,646,0.18,1,1070,2.22,900,0.09,5,7,26.8
105,MOS,584618,6701621,584.618,6701.621,SPRUCE,8,MOIST,410,FLAT,MOSS,GNEIS_R,20,0.11,2,33.9,2200,0.11,0.13,1.4,4.61,220,59,4000,0.21,98.1,780,515,0.15,1,1060,2.99,900,0.09,10.1,10,29.5
106,MOS,581453,6698513,581.453,6698.513,BIRSPR,8,NICE,296,W,GRAS,CAMSED,43,0.19,2,42.3,3100,0.12,0.32,2.3,5.24,420,52,4500,0.37,97.4,1300,217,0.16,2.7,1280,2.71,1100,0.14,12.1,12,27
107,MOS,579850,6695899,579.85,6695.899,SPRBIR,9,NICE,220,FLAT,GRAS,CAMSED,17,0.14,2,67.4,3400,0.12,0.25,1.6,4.38,340,40,7000,0.26,97.2,1160,106,0.15,1.7,1820,1.69,900,0.06,18.5,12,22.3
108,MOS,581636,6694137,581.636,6694.137,SPRBIR,9,NICE,325,N,GRMO,CAMSED,26,0.12,2,63.6,2800,0.15,0.23,1.2,3.47,210,24,5300,0.14,97.7,1010,227,0.11,2.4,1230,1.49,600,0.05,13.3,9,28.9
